company_name,updated_time,company_profile,cgpa,courses,dept_eligible,ctc_btech,base_btech,ctc_idd,base_idd,location,currency,profile,company_profile_list,dept_eligible_list,courses_list,location_list,date_parts,month,date,year,ctc_range,ctc_btech_range,base_btech_range
Bizacuity Solutions Pvt. Ltd.,"Dec. 5, 2024, 5:49 p.m.",Software Engineer,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1000000.0,900000.0,1000000.0,900000.0,"Hyderabad, Bangalore",INR,Software/Quant Developer,['software engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Hyderabad', 'Bangalore']","['Dec', '5', '2024']",Dec,5,2024,10-20 LPA,10-20 LPA,< 10 LPA
Maruti Suzuki India Ltd.,"Dec. 5, 2024, 7:12 p.m.",Graduate Engineer Trainee,6.5,btech,"civ, ece, eee, mec",956000.0,775000.0,,,,INR,Core_Engineering,['graduate engineer trainee'],"['civ', 'ece', 'eee', 'mec']",['btech'],[],"['Dec', '5', '2024']",Dec,5,2024,< 10 LPA,< 10 LPA,< 10 LPA
Snapmint,"Dec. 6, 2024, 2:44 p.m.",Data Analyst,6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",1000000.0,800000.0,1000000.0,800000.0,"Mumbai, Bangalore",INR,Data Science/AI,['data analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Mumbai', 'Bangalore']","['Dec', '6', '2024']",Dec,6,2024,10-20 LPA,10-20 LPA,< 10 LPA
Acengage,"Dec. 6, 2024, 4:46 p.m.",Data Scientist,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",800000.0,600000.0,1000000.0,800000.0,Bangalore,INR,Data Science/AI,['data scientist'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '6', '2024']",Dec,6,2024,< 10 LPA,< 10 LPA,< 10 LPA
Fn Mathlogic,"Dec. 6, 2024, 7:40 p.m.",Analyst,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",910000.0,700000.0,,,Gurgaon,INR,Business/Product Analyst,['analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurgaon'],"['Dec', '6', '2024']",Dec,6,2024,< 10 LPA,< 10 LPA,< 10 LPA
Nagarro,"Dec. 7, 2024, 1:55 p.m.","Trainee Technology (Data Scientist & Machine Learning), Trainee Technology (Data Analyst)",6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1000000.0,882576.0,1000000.0,882576.0,,INR,Data Science/AI,"['trainee technology (data scientist & machine learning)', 'trainee technology (data analyst)']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",[],"['Dec', '7', '2024']",Dec,7,2024,10-20 LPA,10-20 LPA,< 10 LPA
Decision Point,"Dec. 7, 2024, 4:12 p.m.",Data Scientist,7.0,"btech, idd","[['btech', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",800000.0,700000.0,,,Gurgaon,INR,Data Science/AI,['data scientist'],"[""[['btech'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'che'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']",['Gurgaon'],"['Dec', '7', '2024']",Dec,7,2024,< 10 LPA,< 10 LPA,< 10 LPA
Decision Point,"Dec. 7, 2024, 4:14 p.m.",Business Analyst,7.0,"btech, idd","[['btech', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min'], ['idd', 'apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",800000.0,700000.0,,,"Gurgaon, Chennai",INR,Business/Product Analyst,['business analyst'],"[""[['btech'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'che'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']","['Gurgaon', 'Chennai']","['Dec', '7', '2024']",Dec,7,2024,< 10 LPA,< 10 LPA,< 10 LPA
Infoedge,"Dec. 7, 2024, 9:43 p.m.",Data Scientist,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",2600000.0,1800000.0,2600000.0,1800000.0,Noida,INR,Data Science/AI,['data scientist'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Noida'],"['Dec', '7', '2024']",Dec,7,2024,20-30 LPA,20-30 LPA,10-20 LPA
Uidai,"Dec. 9, 2024, 11:01 a.m.",Technical Executive,6.0,btech,"cer, che, civ, cse, ece, eee, mec, met, min, phe",1700000.0,1700000.0,,,"Bengaluru, New Delhi",INR,Other,['technical executive'],"['cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe']",['btech'],"['Bengaluru', 'New Delhi']","['Dec', '9', '2024']",Dec,9,2024,10-20 LPA,10-20 LPA,10-20 LPA
Komprise,"Dec. 9, 2024, 3:49 p.m.",Software Engineer,7.0,"btech, idd","[['btech', 'cse', 'ece', 'eee'], ['idd', 'cse', 'eee', 'mat']]",2200000.0,2200000.0,2200000.0,2200000.0,,INR,Software/Quant Developer,['software engineer'],"[""[['btech'"", ""'cse'"", ""'ece'"", ""'eee']"", ""['idd'"", ""'cse'"", ""'eee'"", ""'mat']]""]","['btech', 'idd']",[],"['Dec', '9', '2024']",Dec,9,2024,20-30 LPA,20-30 LPA,20-30 LPA
Virtusa,"Dec. 9, 2024, 7:48 p.m.",Junior Data scientist,0.0,idd,"cse, dse, mat",,,1200000.0,1080000.0,"HYDERABAD, CHENNAI",INR,Data Science/AI,['junior data scientist'],"['cse', 'dse', 'mat']",['idd'],"['HYDERABAD', 'CHENNAI']","['Dec', '9', '2024']",Dec,9,2024,,,
Acies Consulting,"Dec. 9, 2024, 8:19 p.m.","Product Analyst, Quants, Product Management Associate",7.0,"btech, idd","cse, eee, mec",1200000.0,800000.0,1200000.0,800000.0,"Mumbai, Goa",INR,Business/Product Analyst,"['product analyst', 'quants', 'product management associate']","['cse', 'eee', 'mec']","['btech', 'idd']","['Mumbai', 'Goa']","['Dec', '9', '2024']",Dec,9,2024,10-20 LPA,10-20 LPA,< 10 LPA
Acies Consulting,"Dec. 9, 2024, 8:19 p.m.","Product Analyst, Quants, Business Advisory Specialist, Product Management Associate, Business Analyst, Business Process Analyst",7.0,"btech, idd",civ,1200000.0,800000.0,1200000.0,800000.0,Mumbai/Goa,NR,Business/Product Analyst,"['product analyst', 'quants', 'business advisory specialist', 'product management associate', 'business analyst', 'business process analyst']",['civ'],"['btech', 'idd']",['Mumbai/Goa'],"['Dec', '9', '2024']",Dec,9,2024,10-20 LPA,10-20 LPA,< 10 LPA
Next Education,"Dec. 10, 2024, 10:57 a.m.",Engineer- Software,7.5,"btech, idd","cse, ece, eee, mat",1000000.0,901896.0,1000000.0,901896.0,Hyderabad,INR,Software/Quant Developer,['engineer- software'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Hyderabad'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,< 10 LPA
Analog Devices,"Dec. 10, 2024, 11:29 a.m.",Post Silicon Evaluation Engineer,7.0,idd,eee,,,3600000.0,1900000.0,Bangalore,INR,Other,['post silicon evaluation engineer'],['eee'],['idd'],['Bangalore'],"['Dec', '10', '2024']",Dec,10,2024,,,
Edhitch,"Dec. 10, 2024, 3:36 p.m.",Software Developer,0.0,"btech, idd","[['btech', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'chy', 'civ', 'cse', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",1000000.0,1000000.0,1000000.0,1000000.0,,INR,Software/Quant Developer,['software developer'],"[""[['btech'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']",[],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Tata Steel,"Dec. 10, 2024, 5:02 p.m.",Management Trainee Technical- Steel Operations,0.0,btech,"ece, eee, mec",1217520.0,1125320.0,,,,INR,Core_Engineering,['management trainee technical- steel operations'],"['ece', 'eee', 'mec']",['btech'],[],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Edhitch,"Dec. 10, 2024, 6:29 p.m.",Data Scientist,0.0,"btech, idd","[['btech', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'chy', 'civ', 'cse', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",1000000.0,1000000.0,1000000.0,1000000.0,,INR,Data Science/AI,['data scientist'],"[""[['btech'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']",[],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Edhitch,"Dec. 10, 2024, 6:30 p.m.",Deep Learning Engineer,0.0,"btech, idd","[['btech', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'chy', 'civ', 'cse', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",1000000.0,1000000.0,1000000.0,1000000.0,,INR,Data Science/AI,['deep learning engineer'],"[""[['btech'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']",[],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Accordion,"Dec. 10, 2024, 8:18 p.m.","Analyst, Data Engineer, Analyst 2, Analyst 2 – Data Science",6.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",,,,,Hyderabad,See,Data Science/AI,"['analyst', 'data engineer', 'analyst 2', 'analyst 2 – data science']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Hyderabad'],"['Dec', '10', '2024']",Dec,10,2024,,,
Ananant Systems,"Dec. 10, 2024, 8:18 p.m.","Design Engineer, Software Engineer, 5G Communication System Engineer",7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",1500000.0,1426109.0,1600000.0,1521183.0,,INR,Software/Quant Developer,"['design engineer', 'software engineer', '5g communication system engineer']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",[],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Aspectratio,"Dec. 10, 2024, 8:18 p.m.",Analyst,0.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1700000.0,1600000.0,1700000.0,1600000.0,"Pune, Maharashtra",INR,Business/Product Analyst,['analyst'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Pune', 'Maharashtra']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Astrazeneca,"Dec. 10, 2024, 8:18 p.m.",Technology Leadership Graduate Program,0.0,"btech, idd","apd, bce, bme, cer, che, chy, cse, ece, eee, mat, met, min, mst, phe, phy",1607615.0,100000.0,1607615.0,100000.0,Chennai,INR,Other,['technology leadership graduate program'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'cse', 'ece', 'eee', 'mat', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Chennai'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,< 10 LPA
Attentions.Ai,"Dec. 10, 2024, 8:18 p.m.",SDE 1- LLM Research Scientist,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1400000.0,1300000.0,1400000.0,1300000.0,Pune,INR,Software/Quant Developer,['sde 1- llm research scientist'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Pune'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Axtria,"Dec. 10, 2024, 8:18 p.m.",Analyst,6.0,idd,"bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",,,1450000.0,1150000.0,"Noida, Pune, Hyderabad, Bangalore",INR,Business/Product Analyst,['analyst'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']",['idd'],"['Noida', 'Pune', 'Hyderabad', 'Bangalore']","['Dec', '10', '2024']",Dec,10,2024,,,
Axxela Advisory,"Dec. 10, 2024, 8:18 p.m.",Trainee Analyst,5.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1410000.0,1020000.0,1410000.0,1020000.0,"Mumbai, Kolkata, Bengaluru, Gurgaon",INR,Business/Product Analyst,['trainee analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Mumbai', 'Kolkata', 'Bengaluru', 'Gurgaon']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Baya Systems,"Dec. 10, 2024, 8:18 p.m.",Software Engineer,7.0,"btech, idd","cse, ece, eee, mat",,,,,Bangalore,NAN,Software/Quant Developer,['software engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Bangalore'],"['Dec', '10', '2024']",Dec,10,2024,,,
Convin.Ai,"Dec. 10, 2024, 8:18 p.m.",ML,7.8,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",,,,,Bengaluru,See,Data Science/AI,['ml'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bengaluru'],"['Dec', '10', '2024']",Dec,10,2024,,,
Convin.Ai,"Dec. 10, 2024, 8:18 p.m.",SDE 1,7.8,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",,,,,Bengaluru,See,Software/Quant Developer,['sde 1'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bengaluru'],"['Dec', '10', '2024']",Dec,10,2024,,,
Deloitte Usi Consulting,"Dec. 10, 2024, 8:18 p.m.",Analyst,6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",1200000.0,900000.0,1200000.0,900000.0,"Bengaluru, Chennai, Gurgaon, Hyderabad, Kolkata, Mumbai, Pune",INR,Business/Product Analyst,['analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Bengaluru', 'Chennai', 'Gurgaon', 'Hyderabad', 'Kolkata', 'Mumbai', 'Pune']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,< 10 LPA
Delta Exchange,"Dec. 10, 2024, 8:18 p.m.",Platform Engineer,0.0,"btech, idd","cse, ece, eee, mat",1700000.0,1500000.0,1700000.0,1500000.0,Remote,INR,Other,['platform engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Remote'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Dezerv Investments,"Dec. 10, 2024, 8:18 p.m.",Software Engineer,7.5,"btech, idd",cse,1700000.0,1500000.0,1700000.0,1500000.0,Bangalore,INR,Software/Quant Developer,['software engineer'],['cse'],"['btech', 'idd']",['Bangalore'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Fpl Technologies,"Dec. 10, 2024, 8:18 p.m.",Data Scientist,7.0,"btech, idd","che, civ, cse, ece, eee, mat, mec, met, min, mst, phy",2000000.0,1300000.0,2000000.0,1300000.0,"Pune, Maharashtra",INR,Data Science/AI,['data scientist'],"['che', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phy']","['btech', 'idd']","['Pune', 'Maharashtra']","['Dec', '10', '2024']",Dec,10,2024,20-30 LPA,20-30 LPA,10-20 LPA
Kla Tencor,"Dec. 10, 2024, 8:18 p.m.",Software Application Engineer,7.5,idd,"apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",,,2616658.0,1996935.0,Chennai,INR,Software/Quant Developer,['software application engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']",['idd'],['Chennai'],"['Dec', '10', '2024']",Dec,10,2024,,,
Kla Tencor,"Dec. 10, 2024, 8:18 p.m.",Product Application Engineer,7.5,idd,"apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",,,2616658.0,1996935.0,Chennai,INR,Other,['product application engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']",['idd'],['Chennai'],"['Dec', '10', '2024']",Dec,10,2024,,,
Lohum Cleantech Pvt Ltd,"Dec. 10, 2024, 8:18 p.m.",Graduate Trainee,7.0,"btech, idd","cer, che, chy, cse, ece, eee, mat, mec, met, min, mst, phy",1250000.0,1125000.0,1250000.0,1125000.0,Delhi NCR,INR,Core_Engineering,['graduate trainee'],"['cer', 'che', 'chy', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phy']","['btech', 'idd']",['Delhi NCR'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Mathworks,"Dec. 10, 2024, 8:18 p.m.",Engineer/Senior Engineer,7.0,idd,"cse, eee, mat, mec, phy",,,2939733.0,2250000.0,"Hyderabad, Bangalore",INR,Other,['engineer/senior engineer'],"['cse', 'eee', 'mat', 'mec', 'phy']",['idd'],"['Hyderabad', 'Bangalore']","['Dec', '10', '2024']",Dec,10,2024,,,
Micron Technologies,"Dec. 10, 2024, 8:18 p.m.",PDE CEM Process Development Engineer,7.0,idd,"che, mec, mst",,,1748000.0,1448000.0,,17,Other,['pde cem process development engineer'],"['che', 'mec', 'mst']",['idd'],[],"['Dec', '10', '2024']",Dec,10,2024,,,
Nation With Namo,"Dec. 10, 2024, 8:18 p.m.",Associate Political Consultant,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1900000.0,1020000.0,1900000.0,1020000.0,Delhi/NCR,INR,Business/Product Analyst,['associate political consultant'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Delhi/NCR'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Nation With Namo,"Dec. 10, 2024, 8:18 p.m.",Decision Scientist,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",1200000.0,1020000.0,1200000.0,1020000.0,"Delhi/NCR, India",INR,Core_Engineering,['decision scientist'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Delhi/NCR', 'India']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Optum,"Dec. 10, 2024, 8:18 p.m.",Full Stack Engineer,7.0,btech,"cse, ece, eee",1850000.0,1550000.0,1850000.0,1550000.0,"HYD, GGN",INR,Software/Quant Developer,['full stack engineer'],"['cse', 'ece', 'eee']",['btech'],"['HYD', 'GGN']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Optym,"Dec. 10, 2024, 8:18 p.m.",Software Engineer – Backend,8.0,btech,cse,2400000.0,1800000.0,,,Bangalore,INR,Software/Quant Developer,['software engineer – backend'],['cse'],['btech'],['Bangalore'],"['Dec', '10', '2024']",Dec,10,2024,20-30 LPA,20-30 LPA,10-20 LPA
Oyo,"Dec. 10, 2024, 8:18 p.m.",Young Leader Program,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",1249999.0,1150000.0,1250000.0,1150000.0,Gurugram,INR,Other,['young leader program'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurugram'],"['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Quicksell (Apport Technologies),"Dec. 10, 2024, 8:18 p.m.",Frontend Engineer,0.0,"btech, idd","[['btech', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'chy', 'civ', 'cse', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",1800000.0,1800000.0,,,"Lower Parel, Mumbai",INR,Software/Quant Developer,['frontend engineer'],"[""[['btech'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']","['Lower Parel', 'Mumbai']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
Quicksell (Apport Technologies),"Dec. 10, 2024, 8:18 p.m.",Android developer,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,3600000.0,3600000.0,3600000.0,"Mumbai, Lower Parel",INR,Software/Quant Developer,['android developer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Mumbai', 'Lower Parel']","['Dec', '10', '2024']",Dec,10,2024,30-40 LPA,30-40 LPA,30-40 LPA
Quicksell (Apport Technologies),"Dec. 10, 2024, 8:18 p.m.",Backend Engineer,0.0,"btech, idd","[['btech', 'cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min', 'phe'], ['idd', 'apd', 'bce', 'bme', 'cer', 'chy', 'civ', 'cse', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']]",1800000.0,1800000.0,,,"Lower Parel, Mumbai",INR,Software/Quant Developer,['backend engineer'],"[""[['btech'"", ""'cer'"", ""'che'"", ""'civ'"", ""'cse'"", ""'ece'"", ""'eee'"", ""'mec'"", ""'met'"", ""'min'"", ""'phe']"", ""['idd'"", ""'apd'"", ""'bce'"", ""'bme'"", ""'cer'"", ""'chy'"", ""'civ'"", ""'cse'"", ""'eee'"", ""'mat'"", ""'mec'"", ""'met'"", ""'min'"", ""'mst'"", ""'phe'"", ""'phy']]""]","['btech', 'idd']","['Lower Parel', 'Mumbai']","['Dec', '10', '2024']",Dec,10,2024,10-20 LPA,10-20 LPA,10-20 LPA
